id1	id2	promoterdis	length1	length2	overlap	overlapc
AT3G46660	AT3G46658	2328	1904	2511	1903	B
AT4G12850	AT4G05990	2331	2136	311	114	C
AT4G20360	AT4G20362	2332	2600	2335	2332	D
AT1G11050	AT1G04833	2338	2357	2348	2338	D
AT1G17850	AT1G05343	2340	2809	205	204	A
AT4G36030	AT4G36032	2357	2441	2389	2357	C
AT4G21300	AT4G06990	2359	2735	223	222	A
AT3G63500	AT3G09995	2374	3956	240	239	A
AT2G45720	AT2G09660	2375	3289	753	752	A
AT2G23740	AT2G07950	2381	6127	1873	1872	A
AT5G24620	AT5G03805	2392	2411	509	508	A
AT2G42250	AT2G42247	2393	1727	2534	1726	B
AT3G21760	AT3G21755	2403	1690	3183	1689	B
AT5G13310	AT5G02085	2427	2471	275	274	A
AT2G20900	AT2G07355	2431	4001	346	345	A
AT3G09090	AT3G02105	2438	5233	200	199	A
AT1G63980	AT1G08647	2447	2674	244	243	A
AT1G64740	AT1G08727	2449	2465	478	477	A
AT3G03700	AT3G03702	2452	2056	2582	2055	B
AT5G01540	AT5G01542	2455	2494	2577	2455	C
AT1G18420	AT1G18415	2457	2360	2848	2359	B
AT5G10550	AT5G01765	2466	2473	2341	2340	A
AT2G24760	AT2G24755	2467	2495	7767	2467	D
AT1G53800	AT1G53801	2475	2798	963	962	A
AT5G44560	AT5G44562	2475	2473	782	778	C
AT5G42820	AT5G06395	2482	3505	884	883	A
AT3G12480	AT3G02505	2490	2598	208	207	A
AT1G77860	AT1G09763	2494	2319	204	27	D
AT5G18260	AT5G18255	2494	1905	2033	1442	D
AT1G17745	AT1G05317	2535	4100	579	578	A
AT5G27710	AT5G27715	2542	2490	72	18	C
AT4G02715	AT4G04285	2544	2440	244	138	D
AT5G07150	AT5G07152	2544	2545	2593	2544	B
AT1G01900	AT1G04077	2560	2808	1057	1056	A
AT1G04220	AT1G04247	2561	3005	2302	2301	A
AT3G19290	AT3G03815	2568	2892	2516	2515	A
AT4G00690	AT4G03715	2577	2481	304	206	C
AT3G47960	AT3G07835	2578	2807	324	323	A
AT3G52340	AT3G52345	2586	2605	72	71	A
AT5G66560	AT5G66558	2605	2520	2884	2519	B
AT3G19590	AT3G03865	2618	2877	330	329	A
AT4G11970	AT4G05935	2618	3342	321	320	A
AT3G46670	AT3G46668	2642	1670	2777	1669	B
AT1G74540	AT1G74545	2646	1870	2709	1869	B
AT1G20460	AT1G05553	2652	2502	481	329	C
AT1G28715	AT1G28890	2655	7116	72	71	A
AT4G00370	AT4G03595	2663	3231	292	291	A
AT2G42370	AT2G42365	2664	2200	5378	2199	B
AT5G38747	AT5G05815	2665	2953	395	394	A
AT4G29310	AT4G08085	2669	2637	332	298	D
AT5G20510	AT5G03175	2669	3110	2517	2516	A
AT2G29525	AT2G08345	2675	2537	594	454	C
AT1G68870	AT1G68872	2676	661	2467	450	C
AT3G13772	AT3G02765	2685	2917	338	337	A
AT5G01600	AT5G01595	2688	1696	2315	1321	D
AT4G26540	AT4G26542	2691	3585	2764	2691	C
AT2G26360	AT2G26355	2692	1885	828	19	D
AT4G29540	AT4G08185	2702	2945	200	199	A
AT5G63190	AT5G63195	2708	2995	1658	1657	A
AT2G40010	AT2G40008	2716	2394	1508	1184	D
AT1G67790	AT1G67792	2721	2558	2875	2557	B
AT5G58130	AT5G08820	2723	2710	1110	1095	D
AT3G48187	AT3G07875	2745	2541	1393	1187	C
AT1G64580	AT1G64572	2751	1973	785	5	D
AT1G76390	AT1G09627	2751	3330	2879	2751	D
AT1G48700	AT1G48698	2760	2223	2392	1853	D
AT2G46950	AT2G09765	2764	2546	236	16	D
AT3G52540	AT3G52535	2764	1348	1423	5	D
AT5G23240	AT5G03585	2771	1823	1099	149	D
AT2G02950	AT2G04465	2772	2649	313	188	D
AT5G18240	AT5G18245	2777	2368	5323	2367	B
AT3G12250	AT3G02485	2784	3455	894	893	A
AT1G45229	AT1G45234	2790	4533	72	71	A
AT3G05700	AT3G01715	2796	2781	177	160	D
AT5G20940	AT5G03255	2803	2908	2936	2803	C
AT4G31250	AT4G31248	2805	3013	1672	1671	A
AT4G25720	AT4G25719	2806	2783	1230	1205	D
AT5G49110	AT5G07335	2820	6022	153	152	A
AT5G10970	AT5G10965	2821	819	4598	818	B
AT2G05810	AT2G05812	2825	3200	3115	2825	C
AT2G46570	AT2G46572	2833	2798	2972	2797	B
AT1G51640	AT1G51645	2834	2528	2835	2527	B
AT1G03090	AT1G04157	2835	4250	225	224	A
AT4G36050	AT4G36052	2845	3282	1153	1152	A
AT3G59690	AT3G59695	2846	2843	1866	1861	C
AT3G56040	AT3G08635	2852	5046	288	287	A
AT3G61650	AT3G09685	2853	2862	239	238	A
AT4G28650	AT4G28652	2862	3580	2743	2742	A
AT4G16745	AT4G06425	2865	3075	329	328	A
AT5G19220	AT5G19221	2866	2985	2386	2385	A
AT4G27500	AT4G07855	2899	2973	2769	2768	A
AT5G10840	AT5G01835	2902	3137	599	598	A
AT1G13450	AT1G13448	2943	2429	687	171	D
AT1G15950	AT1G05213	2944	3337	2457	2456	A
AT1G76880	AT1G76878	2944	2912	2954	2911	B
AT1G74660	AT1G09493	2957	2818	742	601	D
AT3G05520	AT3G05525	2960	2989	72	71	A
AT2G41310	AT2G09250	2961	3041	299	298	A
AT5G54570	AT5G54569	2962	2600	3338	2599	B
AT3G26680	AT3G05075	2968	3114	523	522	A
AT2G24535	AT2G24545	2973	1077	2356	458	C
AT3G46290	AT3G07375	2983	3187	469	468	A
AT5G48450	AT5G07145	2984	2977	534	525	D
AT2G44880	AT2G09570	3004	3198	320	319	A
AT5G18580	AT5G02905	3016	3430	285	284	A
AT1G78580	AT1G09827	3018	8498	429	428	A
AT5G49305	AT5G07385	3026	3117	477	476	A
AT3G15920	AT3G03175	3035	6625	85	84	A
AT5G64570	AT5G64572	3037	3183	1436	1435	A
AT5G16230	AT5G16235	3040	3184	1452	1451	A
AT3G50190	AT3G08100	3053	3151	271	270	A
AT2G40715	AT2G09165	3061	2705	1068	710	D
AT1G60460	AT1G08323	3073	3524	276	275	A
AT3G05900	AT3G05905	3080	2762	3308	2761	B
AT1G48100	AT1G07477	3099	3214	802	801	A
AT1G28715	AT1G28880	3101	7116	72	71	A
AT5G55930	AT5G08425	3102	3392	280	279	A
AT4G38550	AT4G38552	3107	3118	3178	3107	D
AT3G05930	AT3G05932	3124	1073	3223	1072	B
AT2G35740	AT2G35738	3139	2138	3326	2137	B
AT3G45290	AT3G07105	3139	3973	294	293	A
AT5G49110	AT5G07345	3173	6022	165	164	A
AT1G62800	AT1G08567	3182	3726	351	350	A
AT1G80310	AT1G80325	3186	1669	3467	1668	B
AT4G21180	AT4G06985	3202	3372	488	487	A
AT5G45480	AT5G45475	3242	2981	1180	917	D
AT1G09420	AT1G09421	3242	3412	696	695	A
AT2G35890	AT2G08775	3246	2746	850	348	D
AT1G22810	AT1G05767	3248	807	3232	789	D
AT4G26090	AT4G26095	3284	3535	3419	3284	D
AT1G79510	AT1G09863	3291	1976	2745	1428	D
AT2G47900	AT2G47895	3309	2327	1002	18	D
AT3G13060	AT3G13061	3326	3175	780	627	C
AT5G53770	AT5G08025	3327	3396	45	44	A
AT4G04220	AT4G04221	3327	2779	3328	2778	B
AT2G34790	AT2G08685	3350	3559	398	397	A
AT5G36000	AT5G36002	3363	1953	1826	414	C
AT2G41060	AT2G09215	3370	3532	347	346	A
AT4G20110	AT4G20115	3371	3304	74	5	C
AT1G08590	AT1G08592	3372	3743	3295	3294	A
AT4G13920	AT4G13918	3373	2757	3590	2756	B
AT1G60670	AT1G08333	3384	3921	228	227	A
AT1G71530	AT1G71528	3385	3386	3453	3385	B
AT1G10750	AT1G04817	3406	3977	438	437	A
AT2G33050	AT2G33051	3413	2509	3587	2508	B
AT4G00660	AT4G03705	3420	3938	214	213	A
AT1G03740	AT1G04213	3428	3328	110	8	C
AT1G06560	AT1G04483	3456	4326	227	226	A
AT1G17250	AT1G17255	3467	2271	3802	2270	B
AT1G11400	AT1G04847	3477	3525	339	338	A
AT4G26380	AT4G26385	3488	3483	74	67	C
AT5G45470	AT5G45472	3493	3058	9515	3057	B
AT3G05650	AT3G01675	3496	3861	367	366	A
AT2G10510	AT2G05525	3501	4275	85	84	A
AT1G28715	AT1G28870	3503	7116	72	71	A
AT1G15170	AT1G15175	3509	2340	1415	244	C
AT1G54350	AT1G54355	3509	3554	1823	1822	A
AT1G79530	AT1G79529	3512	3193	749	428	D
AT1G75290	AT1G75295	3514	1452	2417	353	C
AT4G27850	AT4G27852	3531	3134	1885	1486	C
AT1G76780	AT1G09673	3536	7823	1349	1348	A
AT3G29642	AT3G29644	3536	1462	2546	470	C
AT2G33980	AT2G33970	3537	10295	72	71	A
AT3G14470	AT3G14475	3545	3830	121	120	A
AT2G47760	AT2G09965	3550	3644	203	202	A
AT4G31850	AT4G08575	3562	3704	362	361	A
AT1G49540	AT1G07567	3564	3898	292	291	A
AT1G06710	AT1G04497	3566	4685	308	307	A
AT5G41610	AT5G41612	3581	3632	2956	2955	A
AT4G26590	AT4G26582	3597	3173	2631	2205	D
AT2G20510	AT2G07305	3607	2693	967	51	D
AT5G53050	AT5G53048	3632	3330	1990	1686	D
AT4G37560	AT4G37553	3643	2198	3455	2008	C
AT2G16250	AT2G16245	3677	3673	916	910	D
AT1G56610	AT1G56612	3688	2844	1783	937	C
AT4G24820	AT4G07290	3696	3700	436	435	A
AT3G51070	AT3G08175	3717	3487	278	46	C
AT1G19290	AT1G05493	3721	3503	388	168	C
AT5G01180	AT5G01175	3728	2920	1007	197	D
AT1G80960	AT1G09997	3761	3925	380	379	A
AT1G27920	AT1G27921	3769	3194	3818	3193	B
AT3G51070	AT3G51075	3802	3487	4222	3486	B
AT1G28715	AT1G28860	3849	7116	72	71	A
AT4G17100	AT4G17098	3888	2591	3069	1770	D
AT2G24740	AT2G24735	3893	2268	5824	2267	B
AT3G04810	AT3G01515	3911	3971	461	460	A
AT1G33600	AT1G06677	3915	4046	199	198	A
AT4G34440	AT4G09005	3916	3310	644	36	C
AT1G32950	AT1G06637	3934	3777	208	49	C
AT2G04160	AT2G04725	3941	6462	3130	3129	A
AT4G30610	AT4G08295	3944	4470	295	294	A
AT2G11851	AT2G11852	3946	4070	697	696	A
AT4G26970	AT4G07735	3990	5703	256	255	A
AT1G05200	AT1G04343	3992	4127	370	369	A
AT2G33980	AT2G33960	4003	10295	72	71	A
AT5G01720	AT5G00785	4006	4369	235	234	A
AT1G65960	AT1G08797	4051	5924	324	323	A
AT4G06160	AT4G13918	4091	600	3590	97	C
AT5G24275	AT5G03715	4105	4321	529	528	A
AT1G61810	AT1G08433	4141	4808	252	251	A
AT3G21215	AT3G04065	4183	3862	593	270	D
AT1G35540	AT1G35545	4198	3067	2316	1183	C
AT2G29190	AT2G08335	4205	4659	231	230	A
AT4G20350	AT4G20362	4205	1911	2335	39	C
AT4G00760	AT4G03755	4209	6453	839	838	A
AT5G14230	AT5G02195	4230	4275	650	649	A
AT5G20220	AT5G20225	4231	4101	1578	1446	C
AT5G65225	AT5G09325	4233	5295	208	207	A
AT4G08480	AT4G05545	4254	4225	245	214	D
AT1G28715	AT1G28850	4275	7116	72	71	A
AT2G43140	AT2G09420	4285	4495	390	389	A
AT4G09430	AT4G09432	4287	2206	2281	198	C
AT4G00520	AT4G03655	4300	4102	219	19	C
AT3G27980	AT3G27990	4331	1958	5665	1957	B
AT5G26150	AT5G26146	4344	2797	3667	2118	D
AT5G48770	AT5G48775	4398	4126	4388	4114	D
AT4G11670	AT4G05915	4427	8922	264	263	A
AT1G26210	AT1G26208	4429	1169	5514	1168	B
AT1G06710	AT1G04493	4438	4685	314	313	A
AT5G08550	AT5G01555	4444	4652	246	245	A
AT2G44800	AT2G44798	4484	1732	5252	1731	B
AT5G45040	AT5G06695	4488	1518	3808	836	D
AT4G23640	AT4G23635	4494	4453	84	41	D
AT1G17230	AT1G17232	4516	4526	4517	4516	A
AT5G40350	AT5G40348	4540	2591	4652	2590	B
AT3G47730	AT3G07805	4541	4825	4080	4079	A
AT1G33420	AT1G33415	4586	2691	7662	2690	B
AT1G50950	AT1G07707	4697	4215	497	13	C
AT4G38530	AT4G38545	4731	2419	2367	53	C
AT1G68940	AT1G09023	4750	4623	4943	4622	B
AT3G20975	AT3G20978	4762	4756	1433	1425	C
AT5G15850	AT5G15845	4816	1807	5211	1806	B
AT1G72860	AT1G72855	4832	4719	3009	2894	D
AT2G42830	AT2G42835	4861	3900	2718	1755	C
AT5G38210	AT5G38212	4869	4881	4956	4869	D
AT5G59660	AT5G59662	4880	4330	1389	837	C
AT2G45540	AT2G09645	4881	15418	200	199	A
AT1G61810	AT1G08437	4888	4808	271	189	C
AT2G41960	AT2G09325	4895	5173	210	209	A
AT2G33980	AT2G33950	4921	10295	72	71	A
AT5G63320	AT5G09155	4944	5343	895	894	A
AT5G17410	AT5G02705	4991	6022	426	425	A
AT2G31750	AT2G31751	5000	2954	5136	2953	B
AT1G62310	AT1G08513	5023	6310	693	692	A
AT5G01730	AT5G01732	5047	5055	3588	3587	A
AT2G22610	AT2G07805	5068	5357	278	277	A
AT3G06630	AT3G01865	5119	4719	1396	994	D
AT3G11560	AT3G02455	5172	6292	3030	3029	A
AT1G28715	AT1G28840	5210	7116	72	71	A
AT2G43410	AT2G09470	5286	6009	412	411	A
AT1G17810	AT1G05333	5320	1603	4282	563	C
AT1G67370	AT1G67365	5442	4721	936	213	D
AT2G42360	AT2G42365	5452	1245	5378	1169	C
AT3G24514	AT3G24518	5491	1568	4614	689	C
AT4G03080	AT4G04425	5498	5844	277	276	A
AT2G09800	AT2G09795	5513	5142	2861	2488	C
AT1G69550	AT1G09067	5544	5580	241	240	A
AT2G22010	AT2G07495	5644	6353	270	269	A
AT1G61430	AT1G08387	5698	4151	1587	38	D
AT3G05380	AT3G01635	5777	6943	200	199	A
AT1G28715	AT1G28830	5814	7116	72	71	A
AT3G56410	AT3G56408	5866	5167	6031	5166	B
AT1G33612	AT1G33615	5887	2138	4370	619	C
AT2G33980	AT2G33940	5960	10295	72	71	A
AT1G28715	AT1G28820	5977	7116	72	71	A
AT5G10140	AT5G01675	6077	6067	6230	6066	B
AT1G34460	AT1G06757	6250	7270	347	346	A
AT1G05230	AT1G04353	6282	6005	1945	1666	D
AT2G33980	AT2G33930	6402	10295	72	71	A
AT2G39930	AT2G09090	6420	6471	1249	1248	A
AT2G25170	AT2G08120	6746	10300	522	521	A
AT1G44120	AT1G44125	6769	7565	6588	6587	A
AT2G14120	AT2G14115	6841	6014	844	15	D
AT2G33980	AT2G33920	6915	10295	72	71	A
AT1G80410	AT1G09963	6971	7253	443	442	A
AT1G66880	AT1G08857	7060	8767	5596	5595	A
AT1G28815	AT1G28715	7254	701	7116	561	C
AT5G13250	AT5G02075	7315	7779	469	468	A
AT1G33430	AT1G33415	7491	2245	7662	2244	B
AT5G45480	AT5G45472	7530	2981	9515	2980	B
AT2G33980	AT2G33910	7867	10295	72	71	A
AT3G55160	AT3G08450	8147	8125	432	408	D
AT1G55860	AT1G08073	8610	13369	482	481	A
AT2G33980	AT2G33900	8699	10295	72	71	A
AT2G33980	AT2G33890	9672	10295	72	71	A
AT2G03140	AT2G04485	9954	9725	247	16	C
AT3G24870	AT3G04835	10489	10755	217	216	A
